pair_coeff 1 1 0.200000 6.180000 0.898853 18.540000 35.0000
pair_coeff 1 2 0.200000 6.050000 0.325745 18.540000 35.0000
pair_coeff 1 3 0.200000 5.680000 0.695659 18.540000 35.0000
pair_coeff 1 4 0.200000 5.930000 0.631035 18.540000 35.0000
pair_coeff 1 5 0.200000 6.100000 0.696316 18.540000 35.0000
pair_coeff 1 6 0.200000 5.340000 1.036048 18.540000 35.0000
pair_coeff 1 7 0.200000 5.610000 0.554539 18.540000 35.0000
pair_coeff 1 8 0.200000 6.180000 0.772103 18.540000 35.0000
pair_coeff 1 9 0.200000 6.370000 1.021515 18.540000 35.0000
pair_coeff 1 10 0.200000 6.320000 1.028888 18.540000 35.0000
pair_coeff 1 11 0.200000 6.020000 0.526449 18.540000 35.0000
pair_coeff 1 12 0.200000 5.870000 0.552446 18.540000 35.0000
pair_coeff 1 13 0.200000 6.130000 0.700757 18.540000 35.0000
pair_coeff 1 14 0.200000 5.880000 0.531425 18.540000 35.0000
pair_coeff 1 15 0.200000 6.270000 0.905879 18.540000 35.0000
pair_coeff 1 16 0.200000 5.900000 0.440569 18.540000 35.0000
pair_coeff 1 17 0.200000 6.270000 0.448256 18.540000 35.0000
pair_coeff 1 18 0.200000 6.180000 0.636347 18.540000 35.0000
pair_coeff 1 19 0.200000 6.480000 0.825808 18.540000 35.0000
pair_coeff 1 20 0.200000 5.830000 0.651377 18.540000 35.0000
pair_coeff 1 21 0.200000 4.877500 0.838101 18.540000 35.0000
pair_coeff 1 22 0.200000 6.000000 1.011124 18.540000 35.0000
pair_coeff 1 23 0.200000 6.000000 1.051950 18.540000 35.0000
pair_coeff 1 24 0.200000 6.000000 1.017220 18.540000 35.0000
pair_coeff 1 25 0.200000 6.015000 0.642107 18.540000 35.0000
pair_coeff 1 26 0.200000 6.000000 0.654591 18.540000 35.0000
pair_coeff 1 27 0.200000 6.000000 0.632806 18.540000 35.0000
pair_coeff 2 2 0.200000 5.920000 -0.247363 18.150000 35.0000
pair_coeff 2 3 0.200000 5.550000 0.122551 18.150000 35.0000
pair_coeff 2 4 0.200000 5.800000 0.057927 18.150000 35.0000
pair_coeff 2 5 0.200000 5.970000 0.123208 18.150000 35.0000
pair_coeff 2 6 0.200000 5.210000 0.462940 18.150000 35.0000
pair_coeff 2 7 0.200000 5.480000 -0.018569 18.150000 35.0000
pair_coeff 2 8 0.200000 6.050000 0.198994 18.150000 35.0000
